IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
79.76.113.121,443,443,true,FRA,Europe,DE,Frankfurt,298,4.99
143.47.238.93,443,443,true,FRA,Europe,DE,Frankfurt,246,4.99
84.8.157.68,443,443,true,AMS,Europe,NL,Amsterdam,319,4.98
158.178.150.139,443,443,true,FRA,Europe,DE,Frankfurt,411,4.98
158.180.28.134,443,443,true,FRA,Europe,DE,Frankfurt,309,4.97
130.162.160.152,443,443,true,FRA,Europe,DE,Frankfurt,356,4.96
141.148.240.215,443,443,true,FRA,Europe,DE,Frankfurt,303,4.96
193.123.186.59,443,443,true,FRA,Europe,DE,Frankfurt,279,4.96
138.2.147.142,443,443,true,FRA,Europe,DE,Frankfurt,334,4.95
158.178.144.245,443,443,true,FRA,Europe,DE,Frankfurt,371,4.94
129.159.22.4,443,443,true,MAA,Asia Pacific,IN,Chennai,70,4.90
158.101.217.89,443,443,true,FRA,Europe,DE,Frankfurt,471,4.89
141.148.245.102,443,443,true,FRA,Europe,DE,Frankfurt,224,4.88
152.70.63.127,443,443,true,FRA,Europe,DE,Frankfurt,287,4.88
141.147.108.161,443,443,true,FRA,Europe,DE,Frankfurt,267,4.87
130.162.175.93,443,443,true,FRA,Europe,DE,Frankfurt,326,4.84
141.144.253.109,443,443,true,FRA,Europe,DE,Frankfurt,331,4.83
130.162.153.226,443,443,true,LAX,North America,US,Los Angeles,280,4.81
143.47.235.18,443,443,true,FRA,Europe,DE,Frankfurt,298,4.79
158.180.65.145,443,443,true,ICN,Asia Pacific,KR,Seoul,106,4.78
141.148.228.108,443,443,true,FRA,Europe,DE,Frankfurt,263,4.77
140.238.212.95,443,443,true,ZRH,Europe,CH,Zurich,197,4.76
192.9.180.162,443,443,true,SYD,Oceania,AU,Sydney,255,4.74
144.21.62.68,443,443,true,FRA,Europe,DE,Frankfurt,205,4.73
193.123.242.217,443,443,true,SJC,North America,US,San Jose,311,4.70
84.8.156.87,443,443,true,FRA,Europe,DE,Frankfurt,223,4.66
141.147.147.180,443,443,true,KIX,Asia Pacific,JP,Osaka,174,4.66
141.147.31.19,443,443,true,FRA,Europe,DE,Frankfurt,257,4.63
64.181.227.69,443,443,true,SJC,North America,US,San Jose,299,4.62
158.180.36.246,443,443,true,FRA,Europe,DE,Frankfurt,216,4.62
158.178.147.150,443,443,true,FRA,Europe,DE,Frankfurt,334,4.62
152.67.231.219,443,443,true,SJC,North America,US,San Jose,313,4.61
193.123.35.25,443,443,true,FRA,Europe,DE,Frankfurt,347,4.61
141.147.47.32,2053,443,true,FRA,Europe,DE,Frankfurt,368,4.60
141.147.31.167,443,443,true,FRA,Europe,DE,Frankfurt,295,4.59
158.178.155.30,443,443,true,FRA,Europe,DE,Frankfurt,309,4.59
158.178.155.202,443,443,true,FRA,Europe,DE,Frankfurt,277,4.58
158.180.28.203,443,443,true,FRA,Europe,DE,Frankfurt,280,4.58
132.145.54.84,8443,443,true,LHR,Europe,GB,London,295,4.58
89.168.122.230,443,443,true,FRA,Europe,DE,Frankfurt,225,4.58
138.2.168.118,443,443,true,FRA,Europe,DE,Frankfurt,347,4.58
193.123.34.218,443,443,true,FRA,Europe,DE,Frankfurt,385,4.57
193.123.38.126,443,443,true,FRA,Europe,DE,Frankfurt,276,4.56
129.151.204.91,443,443,true,ARN,Europe,SE,Stockholm,287,4.56
144.21.41.121,443,443,true,FRA,Europe,DE,Frankfurt,293,4.54
141.148.227.0,443,443,true,FRA,Europe,DE,Frankfurt,319,4.54
89.168.97.191,443,443,true,FRA,Europe,DE,Frankfurt,328,4.53
141.148.242.165,443,443,true,FRA,Europe,DE,Frankfurt,278,4.53
138.3.240.63,443,443,true,FRA,Europe,DE,Frankfurt,377,4.52
141.147.86.8,443,443,true,FRA,Europe,DE,Frankfurt,260,4.51
152.70.245.24,443,443,true,LAX,North America,US,Los Angeles,314,4.51
193.122.58.158,443,443,true,FRA,Europe,DE,Frankfurt,239,4.51
79.72.70.210,443,443,true,FRA,Europe,DE,Frankfurt,238,4.50
193.123.183.137,443,443,true,FRA,Europe,DE,Frankfurt,341,4.46
193.122.107.147,443,443,true,ICN,Asia Pacific,KR,Seoul,140,4.45
144.21.54.51,443,443,true,FRA,Europe,DE,Frankfurt,188,4.45
150.230.146.170,2053,443,true,FRA,Europe,DE,Frankfurt,350,4.44
193.123.61.25,443,443,true,FRA,Europe,DE,Frankfurt,332,4.42
158.180.27.120,443,443,true,FRA,Europe,DE,Frankfurt,226,4.41
141.148.241.8,443,443,true,FRA,Europe,DE,Frankfurt,207,4.41
158.178.159.35,443,443,true,FRA,Europe,DE,Frankfurt,281,4.39
143.47.185.60,443,443,true,FRA,Europe,DE,Frankfurt,195,4.39
140.84.179.114,443,443,true,DFW,North America,US,Dallas,398,4.38
152.70.155.147,8443,8443,true,LAX,North America,US,Los Angeles,379,4.38
158.180.24.28,443,443,true,AMS,Europe,NL,Amsterdam,217,4.38
79.72.95.46,443,443,true,FRA,Europe,DE,Frankfurt,335,4.36
141.148.227.19,443,443,true,AMS,Europe,NL,Amsterdam,304,4.34
158.178.148.8,443,443,true,FRA,Europe,DE,Frankfurt,277,4.33
130.162.166.152,443,443,true,FRA,Europe,DE,Frankfurt,354,4.31
132.145.234.187,443,443,true,FRA,Europe,DE,Frankfurt,235,4.30
141.148.242.186,443,443,true,FRA,Europe,DE,Frankfurt,303,4.30
144.21.32.114,443,443,true,FRA,Europe,DE,Frankfurt,264,4.25
193.123.187.163,443,443,true,FRA,Europe,DE,Frankfurt,248,4.23
141.147.4.95,443,443,true,FRA,Europe,DE,Frankfurt,382,4.22
193.123.180.248,443,443,true,FRA,Europe,DE,Frankfurt,262,4.21
129.146.168.102,443,443,true,LAX,North America,US,Los Angeles,282,4.21
129.146.171.186,8443,443,true,LAX,North America,US,Los Angeles,244,4.21
158.178.154.190,443,443,true,FRA,Europe,DE,Frankfurt,304,4.19
130.162.56.198,443,443,true,FRA,Europe,DE,Frankfurt,327,4.19
130.162.165.243,443,443,true,FRA,Europe,DE,Frankfurt,334,4.18
129.80.217.109,443,443,true,IAD,North America,US,Ashburn,359,4.18
152.70.247.17,443,443,true,SIN,Asia Pacific,SG,Singapore,229,4.16
158.180.82.203,8443,443,true,ICN,Asia Pacific,KR,Seoul,137,4.15
130.61.201.195,443,443,true,FRA,Europe,DE,Frankfurt,298,4.15
158.101.199.249,8443,443,true,AMS,Europe,NL,Amsterdam,436,4.09
141.147.67.93,443,443,true,FRA,Europe,DE,Frankfurt,256,4.07
132.226.31.178,443,443,true,LAX,North America,US,Los Angeles,264,4.06
141.147.78.184,443,443,true,FRA,Europe,DE,Frankfurt,277,4.05
129.159.132.0,8443,443,true,TLV,Middle East,IL,Tel Aviv,281,4.05
141.147.102.144,443,443,true,FRA,Europe,DE,Frankfurt,366,4.04
89.168.43.31,2053,443,true,CDG,Europe,FR,Paris,343,4.03
141.148.228.138,443,443,true,FRA,Europe,DE,Frankfurt,248,4.02
129.80.177.42,443,443,true,IAD,North America,US,Ashburn,236,4.01
130.162.61.132,443,443,true,FRA,Europe,DE,Frankfurt,307,4.00
79.76.99.28,443,443,true,FRA,Europe,DE,Frankfurt,189,4.00
84.8.146.176,443,443,true,FRA,Europe,DE,Frankfurt,211,4.00
130.162.223.160,443,443,true,FRA,Europe,DE,Frankfurt,316,3.98
193.123.34.160,443,443,true,FRA,Europe,DE,Frankfurt,377,3.98
141.147.78.195,443,443,true,FRA,Europe,DE,Frankfurt,267,3.96
79.76.101.241,443,443,true,FRA,Europe,DE,Frankfurt,288,3.95
158.101.214.54,443,443,true,AMS,Europe,NL,Amsterdam,408,3.95
84.235.162.219,443,443,true,FRA,Europe,DE,Frankfurt,382,3.95
89.168.67.110,443,443,true,FRA,Europe,DE,Frankfurt,313,3.94
132.226.114.74,443,443,true,LAX,North America,US,Los Angeles,321,3.93
143.47.232.222,443,443,true,FRA,Europe,DE,Frankfurt,187,3.93
129.146.254.39,443,443,true,LAX,North America,US,Los Angeles,300,3.92
141.147.65.212,443,443,true,FRA,Europe,DE,Frankfurt,261,3.92
144.24.20.92,8443,443,true,LAX,North America,US,Los Angeles,221,3.92
84.235.175.16,443,443,true,FRA,Europe,DE,Frankfurt,210,3.92
143.47.180.78,443,443,true,FRA,Europe,DE,Frankfurt,193,3.90
144.24.243.207,443,443,true,ZRH,Europe,CH,Zurich,347,3.90
144.21.58.226,443,443,true,FRA,Europe,DE,Frankfurt,316,3.89
192.18.148.248,443,443,true,YYZ,North America,CA,Toronto,412,3.86
152.70.155.147,2083,2083,true,LAX,North America,US,Los Angeles,284,3.85
192.18.159.129,443,443,true,YYZ,North America,CA,Toronto,331,3.84
168.138.90.241,443,443,true,YYZ,North America,CA,Toronto,265,3.84
129.151.198.3,2053,443,true,ARN,Europe,SE,Stockholm,335,3.80
129.159.129.107,2053,443,true,TLV,Middle East,IL,Tel Aviv,295,3.79
79.72.65.137,443,443,true,FRA,Europe,DE,Frankfurt,270,3.79
132.145.232.126,443,443,true,FRA,Europe,DE,Frankfurt,336,3.78
129.213.136.180,443,443,true,IAD,North America,US,Ashburn,311,3.77
158.178.145.236,443,443,true,FRA,Europe,DE,Frankfurt,398,3.77
84.235.160.238,443,443,true,FRA,Europe,DE,Frankfurt,268,3.76
89.168.98.75,443,443,true,FRA,Europe,DE,Frankfurt,247,3.75
152.70.160.138,443,443,true,FRA,Europe,DE,Frankfurt,246,3.75
158.178.149.55,443,443,true,FRA,Europe,DE,Frankfurt,378,3.74
158.180.25.158,443,443,true,FRA,Europe,DE,Frankfurt,300,3.73
158.180.20.16,443,443,true,FRA,Europe,DE,Frankfurt,253,3.72
141.145.217.226,443,443,true,CDG,Europe,FR,Paris,344,3.71
152.70.190.73,443,443,true,FRA,Europe,DE,Frankfurt,324,3.71
155.248.196.123,443,443,true,YVR,North America,CA,Vancouver,208,3.70
143.47.236.21,443,443,true,FRA,Europe,DE,Frankfurt,189,3.70
129.151.148.35,443,443,true,HKG,Asia Pacific,HK,Hong Kong,369,3.67
84.8.155.181,443,443,true,FRA,Europe,DE,Frankfurt,217,3.67
158.178.153.80,2096,443,true,AMS,Europe,NL,Amsterdam,401,3.66
130.162.53.19,443,443,true,FRA,Europe,DE,Frankfurt,288,3.64
143.47.243.219,443,443,true,FRA,Europe,DE,Frankfurt,286,3.61
141.147.99.166,443,443,true,FRA,Europe,DE,Frankfurt,294,3.59
155.248.178.58,80,443,true,NRT,Asia Pacific,JP,Tokyo,145,3.59
89.168.90.227,443,443,true,FRA,Europe,DE,Frankfurt,296,3.58
132.145.11.245,443,443,true,FRA,Europe,DE,Frankfurt,421,3.57
141.147.70.35,443,443,true,FRA,Europe,DE,Frankfurt,324,3.55
130.162.190.5,443,443,true,FRA,Europe,DE,Frankfurt,239,3.49
79.72.70.4,443,443,true,FRA,Europe,DE,Frankfurt,320,3.49
84.235.168.158,443,443,true,FRA,Europe,DE,Frankfurt,259,3.49
89.168.17.228,443,443,true,MXP,Europe,IT,Milan,382,3.48
129.159.143.171,2053,443,true,TLV,Middle East,IL,Tel Aviv,429,3.47
141.147.61.149,443,443,true,FRA,Europe,DE,Frankfurt,276,3.45
132.145.249.61,443,443,true,FRA,Europe,DE,Frankfurt,328,3.42
132.145.250.52,443,443,true,FRA,Europe,DE,Frankfurt,374,3.41
79.72.88.30,443,443,true,FRA,Europe,DE,Frankfurt,317,3.40
79.72.69.141,443,443,true,FRA,Europe,DE,Frankfurt,253,3.40
144.21.55.164,443,443,true,FRA,Europe,DE,Frankfurt,185,3.39
152.70.155.147,2096,2096,true,LAX,North America,US,Los Angeles,366,3.38
152.70.249.192,443,443,true,LAX,North America,US,Los Angeles,315,3.37
89.168.68.57,2053,443,true,FRA,Europe,DE,Frankfurt,177,3.36
129.159.241.172,443,443,true,FRA,Europe,DE,Frankfurt,269,3.33
141.147.53.169,443,443,true,FRA,Europe,DE,Frankfurt,314,3.33
79.72.65.154,443,443,true,FRA,Europe,DE,Frankfurt,355,3.31
158.178.156.47,443,443,true,FRA,Europe,DE,Frankfurt,348,3.30
130.162.144.191,443,443,true,ICN,Asia Pacific,KR,Seoul,246,3.28
143.47.180.190,443,443,true,FRA,Europe,DE,Frankfurt,275,3.23
193.123.69.77,443,443,true,CDG,Europe,FR,Paris,392,3.23
84.235.173.99,443,443,true,FRA,Europe,DE,Frankfurt,346,3.21
193.123.183.16,443,443,true,FRA,Europe,DE,Frankfurt,430,3.20
141.148.242.3,443,443,true,FRA,Europe,DE,Frankfurt,326,3.19
141.147.116.180,443,443,true,FRA,Europe,DE,Frankfurt,265,3.16
141.147.34.224,443,443,true,FRA,Europe,DE,Frankfurt,259,3.15
79.72.87.248,443,443,true,FRA,Europe,DE,Frankfurt,252,3.14
140.238.218.65,8443,443,true,ZRH,Europe,CH,Zurich,288,3.13
144.21.39.91,443,443,true,FRA,Europe,DE,Frankfurt,194,3.13
140.238.173.181,8443,443,true,ZRH,Europe,CH,Zurich,258,3.11
152.70.48.222,443,443,true,FRA,Europe,DE,Frankfurt,250,3.10
143.47.179.38,443,443,true,FRA,Europe,DE,Frankfurt,325,3.07
193.123.63.217,443,443,true,FRA,Europe,DE,Frankfurt,237,3.05
152.70.59.117,443,443,true,FRA,Europe,DE,Frankfurt,232,3.03
130.162.172.165,443,443,true,FRA,Europe,DE,Frankfurt,303,3.02
158.178.158.107,443,443,true,FRA,Europe,DE,Frankfurt,316,3.02
79.76.112.214,443,443,true,FRA,Europe,DE,Frankfurt,206,3.02
130.162.183.50,443,443,true,FRA,Europe,DE,Frankfurt,326,2.99
132.145.250.137,443,443,true,FRA,Europe,DE,Frankfurt,251,2.97
129.151.254.48,443,443,true,MRS,Europe,FR,Marseille,227,2.97
129.80.222.224,443,443,true,IAD,North America,US,Ashburn,339,2.97
144.21.54.75,443,443,true,FRA,Europe,DE,Frankfurt,294,2.96
152.70.177.216,443,443,true,FRA,Europe,DE,Frankfurt,289,2.94
79.76.110.193,443,443,true,FRA,Europe,DE,Frankfurt,290,2.94
130.162.48.206,443,443,true,FRA,Europe,DE,Frankfurt,296,2.93
158.180.33.103,443,443,true,FRA,Europe,DE,Frankfurt,285,2.93
141.147.119.200,443,443,true,FRA,Europe,DE,Frankfurt,252,2.93
79.72.89.85,443,443,true,FRA,Europe,DE,Frankfurt,304,2.91
152.70.52.238,443,443,true,FRA,Europe,DE,Frankfurt,300,2.91
132.145.53.55,2053,443,true,LHR,Europe,GB,London,271,2.88
129.158.198.241,8443,443,true,IAD,North America,US,Ashburn,297,2.82
143.47.182.59,443,443,true,FRA,Europe,DE,Frankfurt,253,2.81
158.180.35.86,443,443,true,FRA,Europe,DE,Frankfurt,225,2.80
79.72.90.232,443,443,true,FRA,Europe,DE,Frankfurt,387,2.79
141.147.91.67,443,443,true,FRA,Europe,DE,Frankfurt,349,2.77
141.147.59.234,443,443,true,FRA,Europe,DE,Frankfurt,335,2.76
158.180.231.216,443,443,true,MRS,Europe,FR,Marseille,339,2.73
141.147.71.129,443,443,true,FRA,Europe,DE,Frankfurt,427,2.71
144.22.252.124,443,443,true,GRU,South America,BR,São Paulo,355,2.71
193.123.62.13,443,443,true,FRA,Europe,DE,Frankfurt,309,2.70
138.2.157.242,443,443,true,FRA,Europe,DE,Frankfurt,355,2.69
158.180.20.235,443,443,true,FRA,Europe,DE,Frankfurt,254,2.68
158.178.192.221,443,443,true,CDG,Europe,FR,Paris,340,2.67
141.148.247.146,443,443,true,FRA,Europe,DE,Frankfurt,223,2.66
168.138.141.235,2053,443,true,GRU,South America,BR,São Paulo,453,2.62
143.47.182.1,443,443,true,FRA,Europe,DE,Frankfurt,193,2.62
40.233.70.7,8443,443,true,YYZ,North America,CA,Toronto,387,2.58
141.147.99.82,443,443,true,FRA,Europe,DE,Frankfurt,367,2.56
158.180.230.4,2053,443,true,MXP,Europe,IT,Milan,371,2.56
158.178.147.136,443,443,true,FRA,Europe,DE,Frankfurt,332,2.53
141.148.164.242,2053,443,true,LAX,North America,US,Los Angeles,278,2.52
152.70.92.114,443,443,true,LAX,North America,US,Los Angeles,356,2.51
129.151.104.245,8443,443,true,SCL,South America,CL,Santiago,356,2.46
141.147.70.221,443,443,true,FRA,Europe,DE,Frankfurt,262,2.45
143.47.181.1,443,443,true,FRA,Europe,DE,Frankfurt,285,2.44
204.216.216.148,2053,443,true,MXP,Europe,IT,Milan,283,2.42
130.162.42.141,443,443,true,FRA,Europe,DE,Frankfurt,309,2.41
152.70.182.125,443,443,true,FRA,Europe,DE,Frankfurt,303,2.37
84.235.170.238,443,443,true,FRA,Europe,DE,Frankfurt,227,2.37
143.47.185.215,443,443,true,FRA,Europe,DE,Frankfurt,182,2.37
141.145.205.115,8443,8443,true,CDG,Europe,FR,Paris,200,2.34
158.180.44.230,443,443,true,FRA,Europe,DE,Frankfurt,244,2.34
158.178.148.44,443,443,true,FRA,Europe,DE,Frankfurt,227,2.32
130.162.183.241,443,443,true,FRA,Europe,DE,Frankfurt,313,2.29
141.148.187.195,443,443,true,LAX,North America,US,Los Angeles,370,2.27
143.47.243.144,2053,443,true,LHR,Europe,GB,London,235,2.25
132.145.53.55,8443,443,true,LHR,Europe,GB,London,404,2.24
150.230.20.156,8443,443,true,AMS,Europe,NL,Amsterdam,409,2.23
158.179.207.182,2053,443,true,ARN,Europe,SE,Stockholm,236,2.21
158.178.206.197,8443,443,true,CDG,Europe,FR,Paris,290,2.21
141.147.25.226,443,443,true,FRA,Europe,DE,Frankfurt,333,2.20
152.70.176.250,443,443,true,FRA,Europe,DE,Frankfurt,339,2.16
140.238.173.181,2053,443,true,ZRH,Europe,CH,Zurich,247,2.16
152.70.155.147,443,443,true,LAX,North America,US,Los Angeles,368,2.12
158.179.207.182,8443,443,true,ARN,Europe,SE,Stockholm,287,2.11
146.235.59.153,8443,443,true,GRU,South America,BR,São Paulo,500,2.10
141.147.104.98,443,443,true,FRA,Europe,DE,Frankfurt,298,2.08
140.238.158.238,8080,443,true,YYZ,North America,CA,Toronto,282,2.08
143.47.225.202,443,443,true,FRA,Europe,DE,Frankfurt,259,2.07
141.147.89.179,443,443,true,FRA,Europe,DE,Frankfurt,279,2.06
141.148.229.93,443,443,true,FRA,Europe,DE,Frankfurt,285,2.05
140.238.218.65,2053,443,true,ZRH,Europe,CH,Zurich,296,1.99
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,254,1.98
141.147.104.218,443,443,true,FRA,Europe,DE,Frankfurt,261,1.97
141.147.30.24,443,443,true,FRA,Europe,DE,Frankfurt,366,1.96
138.2.169.63,443,443,true,FRA,Europe,DE,Frankfurt,383,1.94
152.70.173.22,443,443,true,FRA,Europe,DE,Frankfurt,230,1.92
152.70.155.147,2087,2087,true,LAX,North America,US,Los Angeles,297,1.90
204.216.216.148,8443,443,true,MXP,Europe,IT,Milan,292,1.90
158.180.49.11,2053,443,true,FRA,Europe,DE,Frankfurt,278,1.86
141.147.85.167,8443,443,true,LHR,Europe,GB,London,299,1.79
143.47.181.206,443,443,true,FRA,Europe,DE,Frankfurt,206,1.79
150.230.20.156,2053,443,true,AMS,Europe,NL,Amsterdam,419,1.78
140.238.158.238,443,443,true,YYZ,North America,CA,Toronto,379,1.77
152.70.49.129,443,443,true,FRA,Europe,DE,Frankfurt,266,1.75
141.147.52.188,443,443,true,FRA,Europe,DE,Frankfurt,293,1.71
141.148.228.83,443,443,true,FRA,Europe,DE,Frankfurt,260,1.68
129.158.198.241,2053,443,true,IAD,North America,US,Ashburn,313,1.63
144.21.59.213,443,443,true,FRA,Europe,DE,Frankfurt,204,1.62
152.70.240.109,443,443,true,LAX,North America,US,Los Angeles,380,1.61
144.21.57.167,443,443,true,FRA,Europe,DE,Frankfurt,202,1.60
132.226.163.224,2053,443,true,GRU,South America,BR,São Paulo,433,1.59
141.147.47.32,8443,443,true,FRA,Europe,DE,Frankfurt,203,1.59
152.70.51.234,443,443,true,FRA,Europe,DE,Frankfurt,244,1.57
143.47.190.34,443,443,true,FRA,Europe,DE,Frankfurt,301,1.54
132.226.163.224,8443,443,true,GRU,South America,BR,São Paulo,386,1.53
143.47.181.134,443,443,true,FRA,Europe,DE,Frankfurt,210,1.53
79.72.85.177,443,443,true,FRA,Europe,DE,Frankfurt,402,1.52
138.2.159.29,443,443,true,FRA,Europe,DE,Frankfurt,295,1.50
79.76.45.137,8443,443,true,ARN,Europe,SE,Stockholm,347,1.49
79.76.110.144,8443,443,true,FRA,Europe,DE,Frankfurt,305,1.48
144.24.200.164,443,443,true,MRS,Europe,FR,Marseille,374,1.39
143.47.243.144,8443,443,true,LHR,Europe,GB,London,199,1.37
143.47.252.162,443,443,true,FRA,Europe,DE,Frankfurt,278,1.36
141.148.239.225,443,443,true,FRA,Europe,DE,Frankfurt,227,1.34
143.47.186.59,443,443,true,FRA,Europe,DE,Frankfurt,326,1.32
158.180.230.4,8443,443,true,MXP,Europe,IT,Milan,297,1.31
138.2.191.108,443,443,true,FRA,Europe,DE,Frankfurt,316,1.31
141.147.73.54,443,443,true,FRA,Europe,DE,Frankfurt,358,1.28
79.72.76.109,2053,443,true,LHR,Europe,GB,London,233,1.25
143.47.190.214,443,443,true,FRA,Europe,DE,Frankfurt,176,1.24
79.76.110.144,2053,443,true,FRA,Europe,DE,Frankfurt,295,1.24
141.145.216.142,2087,443,true,CDG,Europe,FR,Paris,257,1.21
158.178.146.65,443,443,true,FRA,Europe,DE,Frankfurt,384,1.21
141.148.232.36,443,443,true,FRA,Europe,DE,Frankfurt,264,1.19
158.179.206.18,2053,443,true,ARN,Europe,SE,Stockholm,283,1.18
193.123.81.105,443,443,true,MRS,Europe,FR,Marseille,238,1.16
130.162.155.169,443,443,true,LAX,North America,US,Los Angeles,326,1.11
152.70.155.147,2053,2053,true,LAX,North America,US,Los Angeles,285,1.07
141.147.40.199,443,443,true,FRA,Europe,DE,Frankfurt,313,1.06
130.162.242.72,443,443,true,FRA,Europe,DE,Frankfurt,342,1.03
141.147.161.87,443,443,true,LAX,North America,US,Los Angeles,254,1.02
158.179.206.18,8443,443,true,ARN,Europe,SE,Stockholm,407,1.00
158.180.12.117,443,443,true,AMS,Europe,NL,Amsterdam,331,0.98
84.235.169.234,443,443,true,AMS,Europe,NL,Amsterdam,231,0.95
158.178.206.197,2053,443,true,CDG,Europe,FR,Paris,407,0.95
141.148.236.182,443,443,true,FRA,Europe,DE,Frankfurt,244,0.92
129.159.143.171,8443,443,true,TLV,Middle East,IL,Tel Aviv,359,0.92
144.21.34.238,443,443,true,FRA,Europe,DE,Frankfurt,177,0.91
141.148.242.92,443,443,true,FRA,Europe,DE,Frankfurt,302,0.91
152.70.59.90,8443,443,true,AMS,Europe,NL,Amsterdam,363,0.87
152.70.166.112,443,443,true,FRA,Europe,DE,Frankfurt,306,0.85
79.76.45.137,2053,443,true,ARN,Europe,SE,Stockholm,467,0.83
79.72.76.109,8443,443,true,LHR,Europe,GB,London,225,0.82
158.180.49.11,8443,443,true,FRA,Europe,DE,Frankfurt,290,0.74
141.147.61.116,8443,443,true,FRA,Europe,DE,Frankfurt,338,0.72
152.70.49.115,443,443,true,AMS,Europe,NL,Amsterdam,342,0.70
129.159.84.71,443,443,true,IAD,North America,US,Ashburn,312,0.63
129.159.129.107,8443,443,true,TLV,Middle East,IL,Tel Aviv,231,0.59
89.168.43.31,8443,443,true,CDG,Europe,FR,Paris,400,0.56
152.70.51.115,443,443,true,FRA,Europe,DE,Frankfurt,329,0.56
141.148.164.242,8443,443,true,LAX,North America,US,Los Angeles,270,0.49
152.70.52.215,443,443,true,AMS,Europe,NL,Amsterdam,404,0.47
129.159.132.0,2053,443,true,TLV,Middle East,IL,Tel Aviv,445,0.46
141.147.8.66,443,443,true,FRA,Europe,DE,Frankfurt,301,0.45
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,356,0.43
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,390,0.35
89.168.68.57,8443,443,true,FRA,Europe,DE,Frankfurt,255,0.08
164.152.17.14,443,443,true,ORD,North America,US,Chicago,233,0.03
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,70,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,KR,Seoul,70,0.00
131.186.30.44,8880,80,false,ICN,Asia Pacific,KR,Seoul,71,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,71,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,73,0.00
146.56.41.69,2052,2052,false,ICN,Asia Pacific,KR,Seoul,85,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,KR,Seoul,90,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,95,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,97,0.00
146.56.133.140,2096,80,false,ICN,Asia Pacific,KR,Seoul,97,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,KR,Seoul,97,0.00
168.138.184.172,443,443,true,SIN,Asia Pacific,SG,Singapore,99,0.00
146.56.169.86,2086,2052,false,ICN,Asia Pacific,KR,Seoul,101,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,102,0.00
131.186.30.44,2082,2082,false,ICN,Asia Pacific,KR,Seoul,103,0.00
152.69.179.155,443,80,false,MEL,Oceania,AU,Melbourne,105,0.00
158.180.82.186,80,80,false,ICN,Asia Pacific,KR,Seoul,110,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,118,0.00
168.138.50.249,443,443,true,KIX,Asia Pacific,JP,Osaka,134,0.00
150.230.249.48,443,443,true,ICN,Asia Pacific,KR,Seoul,143,0.00
138.3.210.24,443,443,true,NRT,Asia Pacific,JP,Tokyo,148,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,149,0.00
146.56.41.69,2086,2086,false,ICN,Asia Pacific,KR,Seoul,154,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,188,0.00
144.24.200.164,80,80,false,MRS,Europe,FR,Marseille,192,0.00
152.67.222.167,443,443,true,ICN,Asia Pacific,KR,Seoul,194,0.00
150.230.196.248,443,443,true,NRT,Asia Pacific,JP,Tokyo,196,0.00
152.70.155.147,2052,2052,false,LAX,North America,US,Los Angeles,198,0.00
131.186.60.210,443,443,true,NRT,Asia Pacific,JP,Tokyo,200,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,215,0.00
168.138.212.80,443,443,true,NRT,Asia Pacific,JP,Tokyo,218,0.00
152.70.155.147,8880,8880,false,LAX,North America,US,Los Angeles,225,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,226,0.00
129.153.164.142,8080,80,false,IAD,North America,US,Ashburn,250,0.00
152.70.155.147,2086,2086,false,LAX,North America,US,Los Angeles,251,0.00
146.56.176.143,443,443,true,ICN,Asia Pacific,KR,Seoul,262,0.00
192.18.134.231,443,443,true,SJC,North America,US,San Jose,268,0.00
129.146.111.62,443,443,true,LAX,North America,US,Los Angeles,269,0.00
152.70.155.147,2095,2095,false,LAX,North America,US,Los Angeles,270,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,271,0.00
89.168.17.228,80,80,false,MXP,Europe,IT,Milan,278,0.00
150.230.42.80,443,443,true,SJC,North America,US,San Jose,294,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,344,0.00
158.101.24.17,443,443,true,LAX,North America,US,Los Angeles,384,0.00
