IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
144.21.51.147,443,443,true,FRA,Europe,DE,Frankfurt,201,0.16
158.180.12.117,443,443,true,AMS,Europe,NL,Amsterdam,386,0.16
150.230.149.201,443,443,true,FRA,Europe,DE,Frankfurt,246,0.15
144.21.61.114,443,443,true,FRA,Europe,DE,Frankfurt,194,0.15
79.76.45.137,8443,443,true,ARN,Europe,SE,Stockholm,346,0.15
138.2.139.91,443,443,true,FRA,Europe,DE,Frankfurt,306,0.14
138.2.173.79,443,443,true,FRA,Europe,DE,Frankfurt,328,0.12
158.178.192.221,443,443,true,CDG,Europe,FR,Paris,370,0.12
152.70.174.218,443,443,true,FRA,Europe,DE,Frankfurt,231,0.12
129.151.204.91,443,443,true,ARN,Europe,SE,Stockholm,389,0.12
143.47.238.255,443,443,true,FRA,Europe,DE,Frankfurt,206,0.11
144.24.243.207,443,443,true,ZRH,Europe,CH,Zurich,292,0.10
144.21.35.21,443,443,true,FRA,Europe,DE,Frankfurt,198,0.10
79.76.110.144,8443,443,true,FRA,Europe,DE,Frankfurt,227,0.10
158.180.230.4,8443,443,true,MXP,Europe,IT,Milan,312,0.09
152.67.152.74,443,443,true,FRA,Europe,DE,Frankfurt,342,0.08
141.147.47.32,2053,443,true,FRA,Europe,DE,Frankfurt,244,0.08
158.180.47.217,443,443,true,FRA,Europe,DE,Frankfurt,368,0.08
138.3.240.63,443,443,true,FRA,Europe,DE,Frankfurt,282,0.07
141.147.47.32,8443,443,true,FRA,Europe,DE,Frankfurt,214,0.07
129.159.143.171,8443,443,true,TLV,Middle East,IL,Tel Aviv,239,0.06
158.178.153.80,2096,443,true,AMS,Europe,NL,Amsterdam,440,0.06
130.61.107.238,8443,443,true,FRA,Europe,DE,Frankfurt,232,0.06
158.179.206.143,443,443,true,ARN,Europe,SE,Stockholm,370,0.06
79.76.110.144,2053,443,true,FRA,Europe,DE,Frankfurt,244,0.05
140.238.218.65,2053,443,true,ZRH,Europe,CH,Zurich,221,0.04
40.233.92.218,443,443,true,YYZ,North America,CA,Toronto,349,0.04
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,361,0.04
164.152.17.14,443,443,true,ORD,North America,US,Chicago,230,0.02
84.235.169.234,443,443,true,AMS,Europe,NL,Amsterdam,336,0.02
129.213.136.180,443,443,true,IAD,North America,US,Ashburn,331,0.01
140.84.179.114,443,443,true,DFW,North America,US,Dallas,346,0.01
158.180.82.186,80,80,false,ICN,Asia Pacific,KR,Seoul,66,0.00
146.56.41.69,2052,2052,false,ICN,Asia Pacific,KR,Seoul,71,0.00
131.186.30.44,2082,2082,false,ICN,Asia Pacific,KR,Seoul,71,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,71,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,74,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,75,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,82,0.00
152.69.179.155,443,80,false,MEL,Oceania,AU,Melbourne,82,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,84,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,85,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,86,0.00
131.186.30.44,8880,80,false,ICN,Asia Pacific,KR,Seoul,88,0.00
146.56.133.140,2096,80,false,ICN,Asia Pacific,KR,Seoul,97,0.00
131.186.30.44,2086,2086,false,ICN,Asia Pacific,KR,Seoul,99,0.00
129.150.51.134,443,443,true,SIN,Asia Pacific,SG,Singapore,102,0.00
168.138.185.234,443,443,true,SIN,Asia Pacific,SG,Singapore,109,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,KR,Seoul,114,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,KR,Seoul,117,0.00
150.230.249.48,443,443,true,ICN,Asia Pacific,KR,Seoul,118,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,KR,Seoul,126,0.00
146.56.176.143,443,443,true,ICN,Asia Pacific,KR,Seoul,143,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,145,0.00
152.70.243.149,443,443,true,ICN,Asia Pacific,KR,Seoul,161,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,171,0.00
193.122.101.195,443,443,true,ICN,Asia Pacific,KR,Seoul,175,0.00
141.144.248.60,443,443,true,FRA,Europe,DE,Frankfurt,176,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,178,0.00
168.138.194.74,443,443,true,NRT,Asia Pacific,JP,Tokyo,183,0.00
64.110.101.125,443,443,true,KIX,Asia Pacific,JP,Osaka,190,0.00
129.153.203.62,443,443,true,LAX,North America,US,Los Angeles,195,0.00
193.122.125.223,443,443,true,ICN,Asia Pacific,KR,Seoul,200,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,201,0.00
89.168.111.50,443,443,true,FRA,Europe,DE,Frankfurt,208,0.00
150.230.196.248,443,443,true,NRT,Asia Pacific,JP,Tokyo,211,0.00
152.70.155.147,2082,2082,false,LAX,North America,US,Los Angeles,215,0.00
129.146.111.62,443,443,true,LAX,North America,US,Los Angeles,218,0.00
141.144.197.206,443,443,true,FRA,Europe,DE,Frankfurt,219,0.00
129.146.7.98,443,443,true,LAX,North America,US,Los Angeles,223,0.00
89.168.68.49,443,443,true,FRA,Europe,DE,Frankfurt,227,0.00
89.168.17.228,80,80,false,MXP,Europe,IT,Milan,237,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,242,0.00
152.70.155.147,2052,2052,false,LAX,North America,US,Los Angeles,244,0.00
204.216.104.138,8080,80,false,YYZ,North America,CA,Toronto,252,0.00
140.238.33.161,443,443,true,NRT,Asia Pacific,JP,Tokyo,260,0.00
192.18.134.231,443,443,true,SJC,North America,US,San Jose,263,0.00
152.70.71.23,443,443,true,MRS,Europe,FR,Marseille,266,0.00
152.70.155.147,2095,2095,false,LAX,North America,US,Los Angeles,267,0.00
129.153.164.142,8080,80,false,IAD,North America,US,Ashburn,272,0.00
129.213.185.111,2087,443,true,IAD,North America,US,Ashburn,283,0.00
129.80.178.226,443,443,true,IAD,North America,US,Ashburn,293,0.00
152.70.56.214,443,443,true,FRA,Europe,DE,Frankfurt,293,0.00
129.146.240.62,443,443,true,LAX,North America,US,Los Angeles,300,0.00
152.70.155.147,2086,2086,false,LAX,North America,US,Los Angeles,303,0.00
152.70.155.147,8880,8880,false,LAX,North America,US,Los Angeles,305,0.00
144.24.200.164,80,80,false,MRS,Europe,FR,Marseille,313,0.00
141.148.226.187,443,443,true,FRA,Europe,DE,Frankfurt,321,0.00
40.233.92.218,80,80,false,YYZ,North America,CA,Toronto,329,0.00
150.230.44.13,443,443,true,SJC,North America,US,San Jose,334,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,338,0.00
141.148.227.113,443,443,true,FRA,Europe,DE,Frankfurt,341,0.00
158.180.15.244,443,443,true,FRA,Europe,DE,Frankfurt,347,0.00
144.24.179.125,443,443,true,FRA,Europe,DE,Frankfurt,351,0.00
130.162.231.230,443,443,true,FRA,Europe,DE,Frankfurt,367,0.00
130.162.238.212,443,443,true,FRA,Europe,DE,Frankfurt,384,0.00
