IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
141.147.31.167,443,443,true,FRA,Europe,DE,Frankfurt,280,1.62
144.21.55.164,443,443,true,FRA,Europe,DE,Frankfurt,257,1.60
141.147.74.196,443,443,true,FRA,Europe,DE,Frankfurt,230,1.57
129.151.104.245,8443,443,true,SCL,South America,CL,Santiago,334,1.57
158.178.156.47,443,443,true,FRA,Europe,DE,Frankfurt,397,1.54
141.144.232.15,443,443,true,FRA,Europe,DE,Frankfurt,275,1.54
141.148.232.36,443,443,true,FRA,Europe,DE,Frankfurt,335,1.54
144.21.39.91,443,443,true,FRA,Europe,DE,Frankfurt,240,1.49
130.162.175.245,443,443,true,FRA,Europe,DE,Frankfurt,290,1.49
129.159.129.107,8443,443,true,TLV,Middle East,IL,Tel Aviv,194,1.48
141.148.245.102,443,443,true,FRA,Europe,DE,Frankfurt,188,1.48
193.123.183.239,443,443,true,FRA,Europe,DE,Frankfurt,350,1.48
130.162.250.100,443,443,true,FRA,Europe,DE,Frankfurt,246,1.48
138.3.216.97,443,443,true,LAX,North America,US,Los Angeles,342,1.47
130.162.164.17,443,443,true,FRA,Europe,DE,Frankfurt,310,1.46
152.67.135.102,443,443,true,FRA,Europe,DE,Frankfurt,253,1.44
89.168.76.236,443,443,true,FRA,Europe,DE,Frankfurt,196,1.44
130.162.218.35,443,443,true,FRA,Europe,DE,Frankfurt,236,1.43
158.180.28.134,443,443,true,FRA,Europe,DE,Frankfurt,274,1.43
144.21.34.238,443,443,true,FRA,Europe,DE,Frankfurt,297,1.40
141.148.228.182,443,443,true,FRA,Europe,DE,Frankfurt,338,1.39
158.101.215.64,443,443,true,FRA,Europe,DE,Frankfurt,182,1.39
144.21.43.224,443,443,true,FRA,Europe,DE,Frankfurt,173,1.37
144.21.39.82,443,443,true,FRA,Europe,DE,Frankfurt,278,1.35
193.123.180.248,443,443,true,FRA,Europe,DE,Frankfurt,235,1.32
152.67.148.213,443,443,true,FRA,Europe,DE,Frankfurt,372,1.32
150.230.151.188,443,443,true,FRA,Europe,DE,Frankfurt,258,1.29
146.56.171.229,443,443,true,LAX,North America,US,Los Angeles,408,1.28
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,321,1.27
130.61.64.223,443,443,true,FRA,Europe,DE,Frankfurt,213,1.26
152.70.176.223,443,443,true,FRA,Europe,DE,Frankfurt,353,1.26
84.235.165.12,443,443,true,FRA,Europe,DE,Frankfurt,216,1.25
158.101.219.125,443,443,true,FRA,Europe,DE,Frankfurt,347,1.25
89.168.68.57,2053,443,true,FRA,Europe,DE,Frankfurt,227,1.24
141.147.173.120,443,443,true,LAX,North America,US,Los Angeles,355,1.21
140.84.179.114,443,443,true,DFW,North America,US,Dallas,382,1.20
158.101.177.158,443,443,true,FRA,Europe,DE,Frankfurt,225,1.20
151.145.69.194,443,443,true,LAX,North America,US,Los Angeles,314,1.19
141.148.227.19,443,443,true,AMS,Europe,NL,Amsterdam,408,1.18
141.147.104.218,443,443,true,FRA,Europe,DE,Frankfurt,344,1.17
158.179.206.18,8443,443,true,ARN,Europe,SE,Stockholm,336,1.16
158.101.209.129,443,443,true,FRA,Europe,DE,Frankfurt,237,1.16
158.101.221.173,443,443,true,FRA,Europe,DE,Frankfurt,316,1.15
158.101.209.76,443,443,true,AMS,Europe,NL,Amsterdam,401,1.13
158.180.49.11,2053,443,true,FRA,Europe,DE,Frankfurt,237,1.13
132.226.206.133,443,443,true,FRA,Europe,DE,Frankfurt,272,1.12
141.148.229.93,443,443,true,FRA,Europe,DE,Frankfurt,237,1.10
143.47.251.85,443,443,true,FRA,Europe,DE,Frankfurt,253,1.09
141.147.23.28,443,443,true,FRA,Europe,DE,Frankfurt,252,1.08
158.178.193.206,443,443,true,CDG,Europe,FR,Paris,396,1.07
152.70.249.192,443,443,true,LAX,North America,US,Los Angeles,424,1.06
79.76.101.241,443,443,true,FRA,Europe,DE,Frankfurt,245,1.06
141.147.4.176,443,443,true,FRA,Europe,DE,Frankfurt,257,1.03
130.162.155.169,443,443,true,LAX,North America,US,Los Angeles,410,1.02
141.148.226.63,443,443,true,FRA,Europe,DE,Frankfurt,213,1.01
152.70.190.73,443,443,true,FRA,Europe,DE,Frankfurt,277,1.00
132.226.214.142,443,443,true,FRA,Europe,DE,Frankfurt,323,0.94
130.162.186.155,443,443,true,FRA,Europe,DE,Frankfurt,275,0.93
193.123.37.236,443,443,true,FRA,Europe,DE,Frankfurt,320,0.92
143.47.178.213,443,443,true,FRA,Europe,DE,Frankfurt,216,0.92
158.178.149.80,443,443,true,FRA,Europe,DE,Frankfurt,274,0.92
158.178.192.221,443,443,true,CDG,Europe,FR,Paris,435,0.91
143.47.252.162,443,443,true,FRA,Europe,DE,Frankfurt,351,0.91
144.21.38.208,443,443,true,FRA,Europe,DE,Frankfurt,196,0.89
132.226.170.67,443,443,true,LAX,North America,US,Los Angeles,361,0.89
84.235.169.234,443,443,true,AMS,Europe,NL,Amsterdam,419,0.88
132.226.207.81,443,443,true,FRA,Europe,DE,Frankfurt,253,0.88
141.147.67.125,443,443,true,FRA,Europe,DE,Frankfurt,249,0.88
158.101.206.132,443,443,true,FRA,Europe,DE,Frankfurt,302,0.87
132.226.209.191,443,443,true,FRA,Europe,DE,Frankfurt,219,0.86
158.101.199.249,8443,443,true,AMS,Europe,NL,Amsterdam,407,0.85
130.61.203.115,2053,443,true,FRA,Europe,DE,Frankfurt,196,0.84
158.101.210.14,443,443,true,FRA,Europe,DE,Frankfurt,356,0.82
158.178.155.116,443,443,true,FRA,Europe,DE,Frankfurt,261,0.80
158.178.146.190,443,443,true,FRA,Europe,DE,Frankfurt,376,0.80
130.162.169.195,443,443,true,FRA,Europe,DE,Frankfurt,324,0.79
152.70.61.98,443,443,true,FRA,Europe,DE,Frankfurt,270,0.79
141.147.108.161,443,443,true,FRA,Europe,DE,Frankfurt,313,0.78
129.158.198.241,8443,443,true,IAD,North America,US,Ashburn,269,0.78
79.76.97.232,443,443,true,FRA,Europe,DE,Frankfurt,219,0.77
143.47.238.93,443,443,true,FRA,Europe,DE,Frankfurt,218,0.77
141.148.241.74,443,443,true,FRA,Europe,DE,Frankfurt,220,0.77
130.162.42.39,443,443,true,FRA,Europe,DE,Frankfurt,172,0.77
204.216.216.148,2053,443,true,MXP,Europe,IT,Milan,254,0.77
130.162.166.87,443,443,true,FRA,Europe,DE,Frankfurt,260,0.76
79.76.98.182,443,443,true,FRA,Europe,DE,Frankfurt,213,0.76
130.162.141.214,443,443,true,LAX,North America,US,Los Angeles,385,0.75
141.147.53.169,443,443,true,FRA,Europe,DE,Frankfurt,219,0.73
158.178.155.202,443,443,true,FRA,Europe,DE,Frankfurt,304,0.71
132.226.209.124,443,443,true,FRA,Europe,DE,Frankfurt,367,0.70
158.178.153.80,2096,443,true,AMS,Europe,NL,Amsterdam,365,0.70
138.3.249.205,443,443,true,FRA,Europe,DE,Frankfurt,322,0.70
193.123.187.163,443,443,true,FRA,Europe,DE,Frankfurt,283,0.70
152.67.158.182,443,443,true,FRA,Europe,DE,Frankfurt,348,0.70
143.47.251.224,443,443,true,FRA,Europe,DE,Frankfurt,307,0.69
132.226.163.224,2053,443,true,GRU,South America,BR,São Paulo,472,0.66
84.235.164.131,443,443,true,FRA,Europe,DE,Frankfurt,343,0.65
158.178.154.252,443,443,true,FRA,Europe,DE,Frankfurt,268,0.62
130.162.183.50,443,443,true,FRA,Europe,DE,Frankfurt,349,0.62
141.147.14.172,443,443,true,FRA,Europe,DE,Frankfurt,249,0.61
141.147.60.211,443,443,true,FRA,Europe,DE,Frankfurt,228,0.60
130.162.61.88,443,443,true,FRA,Europe,DE,Frankfurt,284,0.60
79.76.113.129,443,443,true,FRA,Europe,DE,Frankfurt,245,0.60
143.47.178.27,443,443,true,FRA,Europe,DE,Frankfurt,200,0.59
143.47.254.120,443,443,true,FRA,Europe,DE,Frankfurt,222,0.59
141.148.228.138,443,443,true,FRA,Europe,DE,Frankfurt,318,0.59
193.123.35.227,443,443,true,FRA,Europe,DE,Frankfurt,294,0.59
130.162.169.209,443,443,true,FRA,Europe,DE,Frankfurt,349,0.58
132.226.213.1,443,443,true,FRA,Europe,DE,Frankfurt,239,0.57
193.123.60.89,443,443,true,FRA,Europe,DE,Frankfurt,260,0.55
158.178.206.197,8443,443,true,CDG,Europe,FR,Paris,478,0.55
141.148.227.0,443,443,true,FRA,Europe,DE,Frankfurt,318,0.55
158.178.155.30,443,443,true,FRA,Europe,DE,Frankfurt,296,0.55
152.70.16.230,443,443,true,FRA,Europe,DE,Frankfurt,271,0.54
129.80.222.224,443,443,true,IAD,North America,US,Ashburn,381,0.53
158.178.154.67,443,443,true,FRA,Europe,DE,Frankfurt,288,0.53
130.162.220.40,443,443,true,FRA,Europe,DE,Frankfurt,223,0.53
130.162.223.112,443,443,true,FRA,Europe,DE,Frankfurt,400,0.52
141.147.51.209,443,443,true,FRA,Europe,DE,Frankfurt,343,0.51
158.178.154.190,443,443,true,FRA,Europe,DE,Frankfurt,259,0.50
130.162.181.198,443,443,true,FRA,Europe,DE,Frankfurt,340,0.50
158.178.149.55,443,443,true,FRA,Europe,DE,Frankfurt,331,0.50
143.47.179.38,443,443,true,FRA,Europe,DE,Frankfurt,230,0.49
130.162.208.147,443,443,true,FRA,Europe,DE,Frankfurt,186,0.49
141.148.240.215,443,443,true,FRA,Europe,DE,Frankfurt,233,0.47
130.162.166.12,443,443,true,FRA,Europe,DE,Frankfurt,237,0.47
152.70.48.207,443,443,true,FRA,Europe,DE,Frankfurt,281,0.46
79.72.94.143,443,443,true,FRA,Europe,DE,Frankfurt,249,0.45
141.147.3.243,443,443,true,FRA,Europe,DE,Frankfurt,184,0.45
144.21.37.155,443,443,true,FRA,Europe,DE,Frankfurt,219,0.45
141.148.228.216,443,443,true,FRA,Europe,DE,Frankfurt,248,0.45
150.230.20.156,2053,443,true,AMS,Europe,NL,Amsterdam,298,0.44
152.67.149.149,443,443,true,FRA,Europe,DE,Frankfurt,267,0.43
152.70.60.107,443,443,true,FRA,Europe,DE,Frankfurt,378,0.43
130.162.189.130,443,443,true,FRA,Europe,DE,Frankfurt,324,0.43
84.235.174.12,443,443,true,FRA,Europe,DE,Frankfurt,191,0.40
84.235.173.125,443,443,true,FRA,Europe,DE,Frankfurt,249,0.40
152.70.160.138,443,443,true,FRA,Europe,DE,Frankfurt,284,0.39
152.70.189.55,443,443,true,FRA,Europe,DE,Frankfurt,458,0.39
130.162.143.213,443,443,true,LAX,North America,US,Los Angeles,315,0.38
152.70.59.90,8443,443,true,AMS,Europe,NL,Amsterdam,371,0.38
141.148.246.157,443,443,true,FRA,Europe,DE,Frankfurt,289,0.36
79.76.99.28,443,443,true,FRA,Europe,DE,Frankfurt,305,0.35
141.147.83.182,443,443,true,FRA,Europe,DE,Frankfurt,252,0.35
84.235.169.238,443,443,true,FRA,Europe,DE,Frankfurt,255,0.35
158.180.230.4,8443,443,true,MXP,Europe,IT,Milan,282,0.35
141.147.98.139,443,443,true,FRA,Europe,DE,Frankfurt,351,0.35
144.21.41.121,443,443,true,FRA,Europe,DE,Frankfurt,195,0.35
130.162.242.72,443,443,true,FRA,Europe,DE,Frankfurt,229,0.34
129.151.225.228,8443,443,true,MRS,Europe,FR,Marseille,323,0.33
141.147.39.101,443,443,true,FRA,Europe,DE,Frankfurt,301,0.33
79.72.70.154,443,443,true,FRA,Europe,DE,Frankfurt,259,0.32
158.180.20.235,443,443,true,FRA,Europe,DE,Frankfurt,242,0.29
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,304,0.29
